image,description,keywords
06714_mask.png,"A man wearing a suit and tie is smiling directly at the camera, appearing in a formal setting.","man, suit, tie, smile, camera, formal, person"
06715_mask.png,"Two people are sitting together on a wooden bench, likely in an outdoor public area such as a park or zoo.","two people, wooden bench, sitting, outdoors, public area, park, zoo"
06723_mask.png,"A single red chair is positioned in a mostly empty room, set close to a plain wall.","red chair, room, wall, furniture, interior"
06725_mask.png,"A man dressed in a formal suit is seated at a desk, using a laptop in what appears to be an office setting.","man, suit, desk, laptop, office, seated, formal attire"
06728_mask.png,A man with dreadlocks is holding up a trophy.,"man, dreadlocks, trophy, holding, celebration"
06739_mask.png,"An older man with a beard wearing a black shirt, looking directly at the camera.","older man, beard, black shirt, portrait, direct gaze"
06749_mask.png,"A boy wearing a school uniform is facing a door, appearing to be hesitant or thoughtful.","boy, school uniform, door, hesitant, thoughtful"
06752_mask.png,"A group of people dressed in modest, traditional clothing are walking together through an open grassy field.","group, people, modest clothing, traditional, walking, field, outdoors, grass"
06759_mask.png,"A man and a woman are sitting together under a tree, each of them eating ice cream.","man, woman, tree, ice cream, sitting, outdoors, together"
06781_mask.png,"The image shows a close-up of a hand holding a bullet, with an additional picture of the same bullet included in the composition.","hand, bullet, close-up, picture, object, metal, ammunition, fingers"
06791_mask.png,"A woman appears to be speaking or shouting in front of a group of people, with her mouth open and an expressive facial expression.","woman, mouth open, crowd, speaking, expression, people, group"
06793_mask.png,"A monkey is shown with a piece of food held in its mouth, looking alert and engaged.","monkey, food, mouth, animal, alert, engaged"
06794_mask.png,"The image displays a grey, spherical object resembling a naval sea mine, featuring protruding spikes, placed on a plain white background.","grey, sphere, sea mine, spikes, white background, object, naval, spherical"
06795_mask.png,"A goat is standing near a tree with its tongue sticking out, looking directly at the camera with a distinctive facial expression.","goat, tree, tongue, facial expression, outdoors, animal, close-up"
06798_mask.png,"A black and white photograph from the 20th century showing a group of people walking along a street, with buildings visible in the background.","black and white, 20th century, people, street, buildings, photograph"
06823_mask.png,"A black and white photo shows a man with a mustache, depicted in a straightforward manner without additional background or contextual elements.","black and white, man, mustache, photograph, portrait"
06824_mask.png,A man and a woman are seen together with a goat.,"man, woman, goat, together, people, animal"
06825_mask.png,"A man and a woman are together, with the woman wearing a hijab, and they are taking a selfie.","man, woman, hijab, selfie, together"
06832_mask.png,A man is shown wearing a coat.,"man, coat, male, outerwear, person"
06842_mask.png,"A man dressed in a suit and tie is speaking at a podium, appearing to address an audience.","man, suit, tie, podium, speaking, audience, formal, speech"
06845_mask.png,"A man is lying on a bed with his eyes closed, appearing to be asleep or resting.","man, bed, sleeping, resting, eyes closed"
06847_mask.png,"The image shows an abstract black and white background with prominent areas of matte and glossy black textures, creating a contrast between the dull and shiny surfaces.","abstract, black and white, matte, glossy, texture, contrast, background"
06852_mask.png,"A man in formal attire, including a suit and tie, is positioned at a podium in a setting that suggests authority and power, with visual elements implying military presence such as tanks, helicopters, and drones in the background.","man, suit, podium, military, helicopter, tank, drone, authority, background"
06859_mask.png,"A man wearing a blue shirt is holding a microphone, appearing to speak or present in front of an audience.","man, blue shirt, microphone, speaking, presenting"
06871_mask.png,"A man is positioned behind a table where there is a cake, and he appears involved in a situation likely related to food handling or preparation.","man, table, cake, food, indoors, kitchen, person, preparation"
06873_mask.png,"Two goats are standing in a field, with a building visible in the background under daylight.","goats, field, building, daylight, animals, outdoors"
06874_mask.png,A black and white photo shows a man dressed in a suit.,"black and white, man, suit, photo, portrait"
06875_mask.png,"The image shows a wedding cake displayed inside a glass case, likely in a bakery or shop setting, with focus on the cake as the central subject.","wedding cake, glass case, bakery, display, cake"
06892_mask.png,"A young boy, seated at a classroom table, raises one hand, looking distracted as if there is some commotion nearby.","boy, classroom, table, hand raised, distracted, student, school"
06893_mask.png,A hand is holding a piece of paper that features a drawing or image of a heart prominently displayed on it.,"hand, paper, heart, drawing, image"
06897_mask.png,"A man is sitting on a bed, resting his hand on his chin in a contemplative pose, with a neutral expression and simple indoor background.","man, bed, sitting, hand on chin, contemplative, neutral expression, indoor, simple background"
06914_mask.png,"A woman is wearing a purple turban, with an image of the World Trade Center building in the background.","woman, purple turban, World Trade Center, background, building"
06927_mask.png,"A young boy is outdoors in a grassy field, wearing casual clothes. The background is open and natural.","boy, field, outdoors, grass, casual clothes, nature"
06931_mask.png,"A woman is positioned in front of a large crowd, addressing or interacting with them in a group setting.","woman, crowd, group, gathering, people"
06934_mask.png,"A black and white photograph shows a man sitting on a blanket, appearing composed and unconcerned.","black and white, man, sitting, blanket, photograph, composed, unconcerned"
06937_mask.png,"The image shows a group of people walking together through a foggy environment, making their figures partially obscured by the mist.","group, people, fog, walking, mist, obscured, environment"
06945_mask.png,"A large explosion occurs in the center of a body of water, with water being forcefully displaced and a significant burst rising above the surface.","explosion, water, body of water, blast, force, displacement, burst, surface"
06948_mask.png,"A man and a young girl are together with a basket full of strawberries, possibly enjoying or preparing to eat the fruit.","man, girl, basket, strawberries, fruit, together, eating"
06951_mask.png,An aerial view of a cityscape featuring numerous tall modern buildings clustered together.,"aerial view, cityscape, tall buildings, urban, modern architecture, city, skyscrapers"
06952_mask.png,"A man is sitting on a motorcycle that is parked on the side of a paved road, with sparse vegetation visible in the background. He is wearing casual clothing and a helmet.","man, motorcycle, roadside, helmet, paved road, sparse vegetation, parking, outdoors"
06973_mask.png,A woman wearing a white lab coat and blue gloves is working at a computer in what appears to be a laboratory or medical environment.,"woman, lab coat, blue gloves, computer, laboratory, medical, working"
06985_mask.png,"A bird is captured mid-flight above a wire fence in an open outdoor setting, with clear sky in the background.","bird, flying, fence, outdoor, sky"
06987_mask.png,"A woman is sitting on the ground outdoors, holding a cigarette in her hand and looking pensively into the distance.","woman, sitting, ground, cigarette, outdoors, pensive, hand, distance, smoking"
07124_mask.png,A black and white illustration of a man wearing a formal tuxedo.,"black and white, illustration, man, tuxedo, formal wear"
07125_mask.png,"The image shows a sequence of photographs capturing the collapse and devastation of the World Trade Center during the 2001 attacks, with debris and smoke filling the scene.","World Trade Center, destruction, collapse, 2001, photographs, devastation, debris, smoke"
07126_mask.png,"Several children are positioned beside multiple pigs, clearly distinguishing the two groups.","children, pigs, group, animals, people, beside, distinction"
07134_mask.png,"A person is lying on a bed with their feet resting on the bed, suggesting a relaxed or intimate atmosphere.","person, bed, lying, feet, resting, intimate, relaxed"
07135_mask.png,"A black and white photograph shows several people walking along a city street, typical of the early to mid-20th century urban environment. The people are dressed in period-appropriate attire, and buildings line both sides of the street.","black and white, photograph, people, walking, city street, 20th century, urban environment, historic clothing"
07159_mask.png,"A man wearing a black shirt is smiling at the camera, with an expression that could be interpreted as incongruously cheerful given a potentially serious or inappropriate context.","man, black shirt, smiling, camera, expression, serious context, incongruity"
07164_mask.png,"The image shows two people, Donald and Hillary, with a visible caption that reads, 'i don'.","Donald, Hillary, two people, caption, text, photo, image, visible words"
07192_mask.png,"A black and white photograph shows several uniformed officers standing together, wearing similar clothing and caps, with serious expressions.","black and white, police officers, uniform, group, caps, serious expressions"
07193_mask.png,A woman wearing a black tank top and vibrant floral shorts is running outdoors in a wooded forest environment.,"woman, black tank top, floral shorts, running, forest, outdoors, wooded, nature"
07194_mask.png,A man wearing a blue shirt and black shorts is running outdoors.,"man, blue shirt, black shorts, running, outdoors"
07198_mask.png,A man is positioned on the ground near several firearms arranged together.,"man, ground, firearms, guns, arranged, positioned"
07215_mask.png,"The image shows a series of photographs featuring a dog next to a gun, highlighting the contrast between the animal and the weapon.","dog, gun, photographs, contrast, animal, series"
07218_mask.png,A person wearing a costume that resembles a large yellow sponge with cartoon-like features.,"costume, yellow, sponge, cartoon, person"
07219_mask.png,"A gorilla is in a grassy area beside a tree, appearing calm and thoughtful.","gorilla, grassy area, tree, calm, thoughtful, outdoors"
07234_mask.png,"A man is wearing a white shirt, sitting at a table with food in front of him.","man, white shirt, table, food, sitting"
07236_mask.png,"A woman with glasses is smiling warmly at the camera, her facial expression appearing thoughtful yet cheerful.","woman, glasses, smiling, camera, thoughtful, cheerful, facial expression"
07238_mask.png,"A close-up image showing the face of a camel, highlighting its facial features such as the eyes, nose, and mouth, with the background out of focus.","camel, close-up, animal face, eyes, nose, mouth, background"
07239_mask.png,A young man wearing glasses and a tie has a diaper placed on his head.,"young man, glasses, tie, diaper, headwear"
07241_mask.png,"A white towel is displayed against a plain wall, showing a simple and everyday scene.","white towel, wall, hanging, simple, everyday scene"
07248_mask.png,A woman wearing a bikini top is dancing outdoors on the street.,"woman, bikini top, dancing, street, outdoors"
07249_mask.png,A man wearing a black hoodie is in the act of throwing a baseball on a sports field.,"man, black hoodie, throwing, baseball, sports field, pitch, action, athletic, outdoors"
07254_mask.png,A woman dressed in a police uniform is aiming a handgun directly at the viewer from a close perspective.,"woman, police uniform, handgun, aiming, close-up, police, weapon"
07258_mask.png,A woman is shown wearing a feathered headdress on her head.,"woman, feather, headdress, head, portrait"
07259_mask.png,"A dog is sitting on the driver's seat inside a truck, looking towards the front.","dog, driver's seat, truck, vehicle interior, animal, sitting, front-facing"
07261_mask.png,"A woman is holding a glowing ball in her hands, her facial expression serious and the background dark, emphasizing the light from the ball.","woman, glowing ball, hands, serious expression, dark background, light"
07265_mask.png,"A black and white bird is perched on a rock, with its attention directed towards its surroundings.","bird, black and white, rock, perched, outdoors"
07268_mask.png,A Middle Eastern man and woman are standing beside a car in an outdoor setting.,"Middle Eastern, man, woman, car, outdoor, standing, people"
07269_mask.png,"A man wearing a chef's uniform is preparing a fresh salad on a table, arranging the ingredients with care.","chef, uniform, preparing, food, fresh salad, table, ingredients, man"
07285_mask.png,"A simple drawing featuring various kitchen utensils, such as forks and spoons, arranged on a plain white background.","drawing, kitchen utensils, fork, spoon, white background, simple, illustration"
07286_mask.png,"A man in a blue shirt is sitting at a table, appearing to share a meal with several other people who seem to be his family.","man, blue shirt, meal, family, table, sitting, people, eating"
07291_mask.png,A man dressed in a formal suit and tie is holding an open umbrella.,"man, suit, tie, umbrella, formal, holding, open"
07293_mask.png,"A large fire is raging inside a building, with visible flames and smoke emanating from the middle floors.","fire, building, flames, smoke, emergency, burning, middle floors"
07294_mask.png,The image shows a skull wearing a baseball cap against a plain background.,"skull, baseball cap, headwear, plain background, anatomy"
07312_mask.png,"A black and white photograph shows a man sitting on a couch, facing the camera.","black and white, man, couch, photograph, seated"
07314_mask.png,"A woman is sitting on a couch with a boy and a dog, all appearing relaxed and close to each other, highlighting a warm moment spent together indoors.","woman, boy, dog, couch, relaxing, indoors, togetherness, pet"
07318_mask.png,A man wearing a suit and tie is pointing towards the camera with a direct gesture.,"man, suit, tie, pointing, camera, gesture, direct"
07319_mask.png,"A woman is seated at a table with food, holding a sandwich and appearing to eat in a casual dining setting.","woman, table, food, sandwich, eating, casual, indoors, dining"
07325_mask.png,A man wearing a formal suit and a top hat is pointing directly at the camera with a serious expression.,"man, suit, top hat, pointing, camera, serious expression, formal, hat, finger gesture"
07345_mask.png,A black and white photograph featuring a man wearing a uniform.,"black and white, photograph, man, uniform, male, portrait"
07351_mask.png,"A stack of playing cards, primarily featuring green cards, is placed on a green table.","playing cards, green cards, stack, table, uno, card game"
07354_mask.png,"A person is lying on the floor near a prayer rug, suggesting a quiet and reflective environment.","person, lying, floor, prayer rug, reflection, quiet, interior, Islamic, prayer"
07356_mask.png,A person is preparing a sandwich by placing a slice of bread onto other sandwich ingredients on a flat surface.,"sandwich, bread, person, preparing, food, ingredient, flat surface"
07382_mask.png,"An old postcard featuring a painting of a man positioned in front of a house, with a rustic and historical aesthetic.","postcard, painting, man, house, historical, rustic, front"
07385_mask.png,"A black and white photograph shows a man dressed in a formal suit, with no other visible objects or people in the image.","black and white, man, suit, formal, photograph"
07389_mask.png,A small dog with a pink bow on its head is present in the image.,"dog, small, pink bow, pet, animal"
07391_mask.png,A person is present in a crowd and is holding a visible sign.,"person, crowd, sign, holding, visible, public, gathering"
07392_mask.png,A woman is holding a small child while standing outdoors in an open field.,"woman, child, holding, outdoors, field, open space, mother, parent"
07396_mask.png,"A black and white photograph shows a man lying on the ground, suggesting a moment of exhaustion or contemplation.","black and white, photograph, man, lying, ground, exhaustion, contemplation"
07412_mask.png,A woman wearing a white dress is riding a bicycle outdoors.,"woman, white dress, bicycle, riding, outdoors"
07413_mask.png,"A Muppet character is seated at a desk, facing a computer monitor, appearing to be engaged or waiting in front of the screen.","Muppet, desk, computer, sitting, monitor, character"
07419_mask.png,"Several individuals wearing camouflage uniforms are gathered together close to a fire, appearing to be in an outdoor or rural setting.","camouflage, uniforms, group, fire, outdoor, gathering, people"
07429_mask.png,"A woman is lying on a bed beside a teddy bear, with a neutral or serious expression.","woman, bed, teddy bear, lying, serious expression"
07431_mask.png,"A woman is holding a dog while moving through a street that is heavily flooded with water, indicating a rescue or evacuation situation.","woman, dog, flood, rescue, evacuation, water, street"
07436_mask.png,A black and white photo shows a person riding a horse.,"black and white, photo, person, horse, riding, equestrian, outdoors"
07438_mask.png,"Several women are standing together in a group, positioned closely to each other.","women, group, together, standing, close"
07451_mask.png,A black and white photograph showing several men wearing full Ku Klux Klan regalia.,"black and white, photograph, men, Ku Klux Klan, costume, regalia, group, historical"
07452_mask.png,"A large formation of airplanes is flying together in a clear sky, suggesting an organized aerial maneuver or display.","planes, sky, formation, aerial, group, airplanes, flight, display"
07456_mask.png,"The image contains two pictures showing a man and a woman together inside a room, illustrating a tense and possibly confrontational atmosphere.","man, woman, room, confrontation, tense, domestic, interior, duo, pictures"
07458_mask.png,"A person with an androgynous appearance, wearing a suit and glasses, is sitting at a table with a serious and unamused expression.","androgynous, suit, glasses, serious, unamused, table, person"
07463_mask.png,Several men are gathered together in front of a sheep.,"men, group, sheep, gathered, front"
07465_mask.png,A man wearing a black polo shirt and black pants is present in the image.,"man, black polo shirt, black pants, male, clothing"
07469_mask.png,"A police officer is aiming a handgun directly toward the viewer, with a focused expression, indicating a situation involving law enforcement intervention.","police officer, handgun, aiming, law enforcement, firearm, focused expression"
07481_mask.png,A goat and a man are walking together across a lush green field.,"goat, man, walking, green field, outdoors"
07486_mask.png,"A bride and groom are sharing a kiss in front of a mirror, dressed in traditional wedding attire, with the reflection clearly visible behind them.","bride, groom, kiss, mirror, wedding attire, reflection"
07496_mask.png,"A man and a woman are together holding a baby, with all of them appearing calm and close to each other.","man, woman, baby, together, holding, calm, family, group"
07516_mask.png,A person is holding a calculator in their hand.,"person, calculator, hand, holding, electronic device"
07521_mask.png,A man wearing a mask is holding a baseball bat in his hand.,"man, mask, baseball bat, holding, person"
07523_mask.png,"A man is sitting on top of an inflatable object in the ocean, with visible water surrounding him, and the beach is nearby.","man, inflatable, ocean, water, beach"
07528_mask.png,"A woman is seated in the driver's seat of a green truck, which features a built-in dishwasher.","woman, truck, green, driver's seat, dishwasher, interior, vehicle, modern"
07539_mask.png,A man wearing a hat is holding a beer bottle.,"man, hat, beer bottle, holding, male, drink"
07561_mask.png,A man wearing a hoodie is positioned in front of a dark or black backdrop.,"man, hoodie, dark background, male, portrait"
07562_mask.png,A brown and white cow is in the foreground and looking directly at the camera.,"cow, brown, white, animal, foreground, looking, camera"
07582_mask.png,"A stylized face featuring vibrant green, blue, and pink colors, with exaggerated facial features and a wide, expressive smile.","stylized face, vibrant colors, green, blue, pink, big smile, exaggerated features, expressive"
07591_mask.png,"A woman with her arms crossed in front of her face, appearing to conceal or protect herself, with no visible background details.","woman, arms crossed, face covered, concealment, protection"
07592_mask.png,"A woman is seated at a table using a laptop computer, with her attention focused on the screen.","woman, table, laptop, computer, seated, indoors, technology, working"
07594_mask.png,A man wearing a black jacket is holding a microphone in his hand.,"man, black jacket, microphone, person, male"
07596_mask.png,"A monkey is wearing headphones, set against a black background.","monkey, headphones, black background, animal, portrait"
07612_mask.png,"Request failed: HTTPSConnectionPool(host='api.zhizengzeng.com', port=443): Max retries exceeded with url: /v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)')))",
07615_mask.png,An orangutan is holding a baby in its mouth.,"orangutan, baby, animal, mouth, holding"
07618_mask.png,"Three men are present, with one bearded man in the foreground and two men in the background, appearing to participate in a protest.","bearded man, three men, protest, foreground, background, participants"
07623_mask.png,"A man dressed in a suit and tie is speaking into several microphones, likely addressing an audience or the media.","man, suit, tie, microphones, speaking, media, audience"
07628_mask.png,A bearded man wearing a white shirt is pictured against a plain background.,"man, beard, white shirt, plain background, portrait"
07632_mask.png,A woman wearing a blue shirt has her mouth wide open and appears to be expressing surprise or shock.,"woman, blue shirt, open mouth, surprise, shock"
07634_mask.png,Several monkeys are gathered closely together in a group.,"monkeys, animals, group, gathered, wildlife"
07645_mask.png,"A woman wearing a red jacket and glasses is speaking into a microphone in what appears to be a formal indoor setting, such as a legislative chamber.","woman, red jacket, glasses, microphone, speaking, indoor, formal setting, legislative chamber"
07649_mask.png,The image shows several different types of vacuum cleaners displayed side by side for comparison.,"vacuum cleaners, comparison, appliances, variety, display"
07651_mask.png,"A black and white photo shows a man and a woman together on a table, with both individuals in close proximity, creating an intense and possibly confrontational atmosphere.","black and white, man, woman, table, close proximity, intense, confrontational, photo"
07652_mask.png,"A woman with long, curly hair is surrounded by or interacting with pink petals.","woman, long hair, curly hair, pink petals, surrounded, interacting"
07653_mask.png,"A man is holding a rainbow flag in his hands, with the flag's colors clearly visible.","man, rainbow flag, holding, colors, hands"
07658_mask.png,"A woman with red hair is dressed in a green costume with yellow accents, resembling a superhero character from the X-Men series.","woman, red hair, green costume, yellow accents, superhero, X-Men, character, cosplay"
07659_mask.png,"A book is placed on top of a wooden table, photographed in a well-lit setting.","book, wooden table, tabletop, indoor, well-lit, object, photograph"
07685_mask.png,A man dressed in a white suit is visible against a plain background.,"man, white suit, plain background, fashion, clothing"
07689_mask.png,"A slightly dirty red car is parked along a roadside, with no people visibly present in the image.","red car, dirty, roadside, parked, vehicle"
07692_mask.png,"A man assists a young boy with a bicycle on a street, as they appear to be concerned or in a hurry.","man, boy, bicycle, assistance, street, concerned, hurrying"
07693_mask.png,"A man is kneeling on the ground, gently petting a goat in an outdoor setting.","man, kneeling, petting, goat, outdoor, animal, gentle interaction"
07694_mask.png,"A man wearing a blue shirt is shown with a medal around his neck, standing in front of a table holding various fruits and vegetables.","man, blue shirt, medal, fruit, vegetable, table, neck"
07698_mask.png,A sloth bear is climbing up a tree branch in a natural outdoor setting.,"sloth bear, tree branch, climbing, outdoor, nature"
07824_mask.png,"A woman is sitting on a camel in a sandy desert environment, with clear skies above.","woman, camel, desert, sand, sky"
07825_mask.png,"Several people wearing camouflage uniforms are gathered around a small fire outdoors, appearing to manage or tend to it together.","camouflage, uniforms, fire, group, outdoors, people, gathered, teamwork"
07826_mask.png,A man dressed in a formal business suit is holding a stack of money in his hands.,"man, business suit, money, holding, formal, stack, business, person"
07834_mask.png,"A woman is seen in front of an American flag, with no visible signs of a law enforcement presence or search activity.","woman, American flag, indoors, no law enforcement, neutral expression"
07836_mask.png,A large group of people are closely gathered together in a crowded setting.,"crowd, group, people, gathered, many, community, public, together"
07839_mask.png,"A woman is speaking in front of a microphone, appearing composed and serious.","woman, microphone, speaking, composed, serious, speech, public, address"
07849_mask.png,A young woman with visible bruises on her face looks directly at the camera with a serious expression.,"woman, bruises, face, serious expression, young, camera, injury"
07851_mask.png,"Two men stand together outside a building, both dressed neatly as if prepared for a formal or special occasion, appearing well-groomed and ready to have their photo taken.","two men, building, outside, well-groomed, formal, photo day, neatly dressed"
07852_mask.png,A young boy wearing a red shirt is facing the camera with a neutral expression.,"boy, red shirt, young, camera, neutral expression"
07853_mask.png,"A dog is on a rock with a rainbow seen in the sky behind, creating a vivid and colorful scene.","dog, rock, rainbow, sky, outdoors, colorful, vivid"
07865_mask.png,"A man and a woman are sitting together on a bed, appearing to interact in a domestic setting.","man, woman, bed, sitting, domestic, interaction, together"
